SHA,start_date,end_date
c259010d68a2d2b55d5747d581e63bb5ec2b6cad2d5f7d6daab98b0a294203bf,2022-01-31,2022-05-01
ab6bc924e2a0e20bc60a80a6de4d286ee1dac18c88556e7cb5068a04467e54c1,2022-01-30,2022-04-30
70859963be62f4519943131d1344f68f3922bd74ce27a2a0eba2db46564540d7,2021-12-26,2022-03-26
a5950fdf3c217ac6779751735135026d86ede61c629b13043f96626a435127c6,2022-03-23,2022-06-21
33be782e25cc5aff265a364a53433466b31d890f5f2c7bf9bbc879e4ec4c5cd5,2021-12-25,2022-03-25
5f3a4e24dd893692eb0e4933c4d1523e50a95db82fe49fa12c00d3d1965b380a,2022-01-30,2022-04-30
597c9ac768b4fc0235c63af6f4559857a0bcb27c99838317f9d84d0db6a2fa17,2022-01-18,2022-04-18
97ff5d1c8c38c055ee5990b89f4291a736567bc38c4eb62005edf689f27fb1dc,2022-01-30,2022-04-30
4e760ccde1c53bacba745b72d08b830a578cb943a6231fbe9dfc4ff8d5d28aea,2022-02-24,2022-05-25
39bd9ac806f10bf8c55b1d5306ff4daff5577d7f51a73b8510b5594928b1c685,2022-01-29,2022-04-29
352782f1f8554a6a1a772db877d25406f05b0a09e52b9f5b5e2b9b2e28043b63,2022-01-22,2022-04-22
790bb7ec7701a2a4e5b81b005c119be01252513b7c92e6f1fb078becd59f5afa,2022-02-23,2022-05-24
11e6b6688f351f155f8e21a59d04a68ba2facb24c6dc74408233d5094d8116ff,2022-03-19,2022-06-17
63cdcab180e5a0f2f4e0beb063d1fccc0829b19c5951eeda8ce4acb2d4c2c7d5,2022-03-19,2022-06-17
7927f3bb9b3197770c3634576f2917f443d17bc9fd520b327fa3df10b602a73a,2022-02-22,2022-05-23
861c7f92774b2715776fdbda5c8ba0792c0ad956ee1939606a3b79336c4c43f8,2022-03-23,2022-06-21
66308bd13c6dee975c06e832a85f0acdb7874a7c50b183a0add2b3d6f3f70239,2022-02-23,2022-05-24
4b95f71f6aecd29de2052eeb6f1780b628e9e6eeabcae573b350ef0c72608542,2022-03-23,2022-06-21
353702861c3a4a58bc2ee410b5d8a4223635d4989ace654d8ad3a07c98976e9c,2022-02-10,2022-05-11
55ece7af808c19c96955f01b4563975ce341c48478f4165ab76947a7a6f73fc5,2022-03-19,2022-06-17
7b823e6eeea65850dee22f220f9cb7e98b0df65c3ae585ee9023812d1bc22f3d,2022-03-12,2022-06-10
4eb2110bdf32f36127acc930e48632c5f66a95d0d972da2aa4eae528b8215037,2022-03-23,2022-06-21
dfbe4312050aba5dea0e406b40e100e97cbad19e96e9de2279da53e508d4600c,2022-03-22,2022-06-20
6f51d9a0e8d2b236786720b25c464c5685e52f93c7946514f535fdf12356332c,2022-02-10,2022-05-11
c3743ecf26b0120bea53bcfe2ba52a7235fdb612f23260406b9ed9dfe09cd78c,2021-12-26,2022-03-26
435097d9cd81460b833f3d91ef5c0279c23c8729fd927ddae7aeaf69d05142d9,2021-12-25,2022-03-25
3d3eba55ccb220660c1b150c08ed602313b1eda4289bed3c00117c17ea9b448d,2022-01-22,2022-04-22
b999a9355555540656597dea758c67c60a0a902637312dbebb3cfbd62f626608,2022-03-12,2022-06-10
8bb725e076baadaee55da3d0dc842011514c218819058557c152629afc80bb8c,2021-12-26,2022-03-26
e137dc5d3a678975929860964564dccc01bbeb1535b6bf9c1147bc8aade4ec72,2022-03-19,2022-06-17
5266294f72cec6411774211cde61d84240072d5d3aea651f0463164aa3397e47,2022-03-19,2022-06-17
ba45b143227580e558d6eee6e27361da1f772d7659733b0e7f00a1c84c5f6e49,2021-12-25,2022-03-25
b5d3faa2fd0f7934da24f6be37693446c3ef7b551534d06aa86a709bc350b21f,2022-02-24,2022-05-25
7080efab6a54db6a71b9819febd00b25feffd5675cfeeec64284e6610539eb5c,2022-02-23,2022-05-24
d634ed465080288bc96863866ae2540a96d12e36e6ad4a5822a7a668cc96734c,2022-03-19,2022-06-17
e9d4995d8ba0a09b6a39b3b3c0f47f19c2a2e284ffad081d08f3f6fe8ad6a3fd,2022-01-30,2022-04-30
b959525b188d2cb9bab14618064485b85adb89c9ad52e31b9d1cad82ab53a350,2022-02-23,2022-05-24
